feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,anomaly
0.310426428132,0.157253973622,0.301775965725,0.17934252386,0.407691613253,0.189896325379,0.156138706654,0.237624254473,0.416666666667,0.162173546757,0.0573601303639,0.0946782178218,0.0613014182726,0.031300079567,0.229425162321,0.0927389070808,0.0602777777778,0.249100208373,0.167698542241,0.0485469093321,0
0.288655402527,0.202908353061,0.289129984106,0.159703075292,0.495350726731,0.330102447703,0.107029053421,0.154572564612,0.458080808081,0.382266217355,0.0266883939888,0.0856391442716,0.0294963011827,0.0146956096213,0.0810415745997,0.125634632139,0.0428787878788,0.122939950748,0.125204029943,0.0528654146456,0
0.11940934261,0.0923233006425,0.114366664363,0.0553128313892,0.449309379796,0.139684681921,0.069259606373,0.103180914513,0.381313131313,0.402064026959,0.0600398334239,0.136271216407,0.0542807331668,0.0166194121009,0.268314240065,0.0906359840178,0.0501262626263,0.269179768896,0.174311926606,0.0716250017274,0
0.286288986701,0.294555292526,0.26826065925,0.16131495228,0.335831001174,0.0560701797436,0.0600281162137,0.14527833002,0.205555555556,0.182603201348,0.0262176353431,0.437986209335,0.0194600197899,0.0137430472284,0.0897100316144,0.0198801333854,0.0339141414141,0.220496306119,0.264929363427,0.0304782831005,0
0.0575039045861,0.241122759554,0.0547301499551,0.0247720042418,0.301254852397,0.122845224219,0.0372071227741,0.0294085487078,0.358080808081,0.317396798652,0.0162230671736,0.131829031117,0.015878999199,0.002620480465,0.246626100554,0.106708324571,0.040101010101,0.112085622277,0.251280463781,0.0582894573193,0
0.2399072365,0.16638484951,0.236680257066,0.129713679745,0.455628780356,0.219434390528,0.154451733833,0.136630218688,0.310606060606,0.22051390059,0.0550787615426,0.0815947666195,0.0514064929558,0.0244080104894,0.128327157766,0.0902604620422,0.0586363636364,0.107217275999,0.0900264535375,0.0527617705181,0
0.308060012305,0.425769360839,0.297975260867,0.177094379639,0.314976979327,0.176676277529,0.111316776007,0.168190854871,0.378282828283,0.152064026959,0.0442875248959,0.21941301273,0.0460820807614,0.0250243743906,0.0932114083693,0.0868807642623,0.052904040404,0.224284902444,0.119997748635,0.0366623827094,0
0.226182024705,0.402096719648,0.213737820469,0.120636267232,0.304595106978,0.0928777375621,0.0388238050609,0.0554174950298,0.219696969697,0.187868576243,0.106717363752,0.187809405941,0.088488903548,0.0404708273098,0.140870924975,0.056373358969,0.0294949494949,0.1410304982,0.227641132437,0.0302018987604,0
0.315159259785,0.224213730132,0.300048372607,0.181675503712,0.218651259366,0.126403288142,0.0435098406748,0.0856361829026,0.14797979798,0.201558550969,0.027412638059,0.124469589816,0.0326061348537,0.0144714772935,0.093959275249,0.0714843632649,0.0272474747475,0.150710361811,0.0755332920583,0.0572184680016,0
0.234701121681,0.288468041934,0.220579089213,0.124750795334,0.270650898258,0.0862830501196,0.0462043111528,0.0670477137177,0.408080808081,0.234625105307,0.0419337316676,0.0602678571429,0.0359515619846,0.0199253639349,0.186864738077,0.0460239733229,0.0331060606061,0.151543853002,0.169949907131,0.0601205035723,0
0.214823228738,0.305715251945,0.204201506461,0.112619300106,0.384670939785,0.10842893074,0.0711340206186,0.113220675944,0.434343434343,0.191870261163,0.0772768422959,0.132359441301,0.0671912547708,0.0311319803212,0.224869973145,0.0485925436357,0.0340656565657,0.164235650691,0.341897900602,0.0515180409878,0
0.287235553031,0.324653364897,0.26826065925,0.162757158006,0.252505190936,0.0567756579351,0.0016213683224,0.0207107355865,0.383333333333,0.106360572873,0.105920695274,0.188693422914,0.0866041558686,0.0488571119055,0.196417037767,0.0476236969387,0.00174747474747,0.0789354044327,0.197247706422,0.0723850586626,0
0.0774764541625,0.0703415623943,0.0729044295488,0.0343584305408,0.40525413018,0.102263664806,0.0482895970009,0.0387624254473,0.314646464646,0.461457455771,0.0160782183596,0.048488330976,0.0136173019837,0.00283900948453,0.2854471904,0.0623216270616,0.0500252525253,0.108770600493,0.18317667586,0.065406354076,0
0.15093000142,0.17483936422,0.143459332458,0.0714316012725,0.548614245734,0.187810563769,0.0253983130272,0.0641153081511,0.85,0.413647851727,0.146405938801,0.238861386139,0.120388258022,0.0519576091057,0.197198898596,0.0656262204464,0.0193560606061,0.155199848456,0.477683345528,0.174750908614,0
0.0765298878319,0.381129523165,0.0751157487389,0.0332131495228,0.647016340164,0.215477578063,0.0702905342081,0.0460188866799,0.387878787879,0.370893007582,0.0893355060655,0.377210042433,0.0817980492862,0.0216437117808,0.34731617772,0.220566587557,0.0757575757576,0.175393066869,0.361456633084,0.074388845128,0
